Sentence,Formal_10
"First , describe the areas with high pollen values instead of the areas with low pollen .",Identify the regions with high pollen concentrations instead of the ones with low.
"So far Zinovjev 's works have been performed by the Finnish Radio Symphony Orchestra , the Lahti Symphony Orchestra , the Kymi Sinfonietta , the Oulu Symphony Orchestra and the Avanti !","The Finnish Radio Symphony Orchestra, the Lahti Symphonyor, and the Kymi Sinfonietta have all performed pieces by Zinovjev, with some pieces also being performed by the Avanti, SUFA, Helsinki Symphony, National Symphony or the Finnish Symphonynor."
"It was designed by Richard Creed , built by Collins and Geoffrey and equipped by George Edwards of Monmouth .","Designed by Richard Creed, constructed by Collins and George and furnished by George Edwards of Monmouth, it was designed by."
"McCall and Lesiuk left the band in the summer of 2007 , with McCall being replaced by Steven Tosh on drums and Jamie Macleod took over the bass tasks .","In 2007, the members of the band left, leaving McCall and Lesiuk, while Steven Tosh on drums replaced him and Jamie Macleod assumed the duties of bassist."
"In 1886 , Miles replaced General George Crook as commander of the armed forces fighting Geronimo , a Chiricahua Apache leader , in the Department of Arizona .","In 1886, Miles assumed control of the armed forces in the Army and Navy, replacing General George Crook, and engaged in battles with General William Washington Washington, General Electoral George Washington and Chief William Howard Washington."
"Barshi , is an earth dam on the local river near Pathari Dam , Solapur district in the state of Maharashtra in India .","An earth dam situated on the riverbed in the vicinity of Pathari Dam, in its current location near the Solapur district of Maharashtra, India, is known as a Barshi dam, and it is also known by the name of the Barschi dam."
"He married Mary , the daughter of Brooke of Selston , Nottingham , and was succeeded by his eldest son , Richard .","He entered into a marriage with Mary, the daughter of Brooke of Selston, Nottingham., and his eldest son Richard followed him."
Luk or Loke is the Chinese romanization of several ( but not all ) Cantonese surnames that are romanized as Lu in Mandarin .,"The Chinese variant of many Cantonese last names that are romanized as Lu in Mandarin is known as luk-ku or Loke, and it is used for some Cantons whose last name is Luk."
"The correct rotations of the cube , which can be characterized by permutations of the body diagonals , are also described by conjugation in `` S '' .",". S '' describes the correct rotations of the cubicles, which are defined as the permutations of body diagonals."
"For example , in amphibians Cerberus is expressed in the anterior dorsal endoderm and in mice it is expressed in the anterior visceral endoderm .","The anterior dorsal endoderm of amphibians harbors Cerberus, whereas mice harbor it in the anterior visceral side of their gut."
"He did clinical training at the Middlesex Hospital in London , and qualified as a medical doctor in 1943 .","Following his completion of his medical training at the Middlesex Hospital in London and certification as a doctor in 1943, he continued his education."
Sunny cut the track in November 1973 with Roger Greenaway producing while Chris Gunning provided the arrangement and conducted .,"In November 1973, Sunny and Roger Greenaway produced and performed on the track, with Sunny providing the arrangement and Chris Gunning providing conductors and the producer, while Sunny cut the song."
Damon Knight ( quoted by James Blish ) said about the interpretation of Knight 's story :,"James Bli, provided a statement about the interpretation of Knight's story, stating that Damon Knight wrote:"
"The film is about Rafael , a new singer in Malayalam film industry .","The film portrays Rafael, a novel singer in the Malayalam film industry."
It was the third season broadcast more than two years after the family edition and more than three years after the first celebrity edition .,"The third season was broadcasted over two years later than the family edition and over three years earlier than that of the first celebrity edition, following the broadcast of more than two decades later."
"He died on 19 September 1891 in Gallatin , Tennessee , and received a Masonic in Gallatin .","He expired on 19 September 1891 in Tennessee's Gallatin, and was recognized as a Masonic member in Galatter."
The wrestler then jumps around and swings forward to fall back and let the opponent 's head drop into the mat .,"After the wrestler advances, he moves forward and jumps around, which allows the opponent's head to drop back onto the mat."
She moved with her parents from Finland to Estonia at the age of 3 years and is currently living in Helsinki .,"At the age of 3, she moved with her parents from Finland to Estonia and is currently living in Helsinki with their daughter."
"The town is situated at the western end of the `` Horta de València '' , on the right bank of the river Turia .","The town is located at the right bank of the river Turia, at  Horta de València '', on the western end of which the town reaches."
"Many of the demons in Solomon 's encounters are of Greek , Christian , Jewish , Egyptian , Arabic , and other traditions .","Many forms of Greek, Christian / Jewish. Egyptian ; Arabic ', and other traditions are associated with Solomon's encounters with demons."
The administrative region of Chenzhou in the Tang dynasty is under the administration of modern Zhoukou in eastern Henan :,"The administrative region of Chenzhou in the Tang dynasty was administered by modern Zhoukou in eastern Henan, while modern Chengzhou is administered in western Gansu."
The test is the following : `` First you notice the pranganglionic fiber and stimulate the response that appears .,The examination involves identifying the pranganglionic fiber and triggering the resulting response.
Ukhrul is also a tourist hotspot in the state of Manipur .,"Tourists flock to Ukhrul, located in Rajasthan's Manipur state, as it is a well-liked spot."
"Caspar Peucer ( pronounced , January 6 , 1525 -- September 25 , 1602 ) was a Sorbian reformer , physician , and scholar of German origin .","Caspar Peucer, a physician, German physician and scholar, was born in Germany and was known as 'Casppar' on the day he died."
"Cornelius Olatunji Adebayo is a former senator of Nigeria , who was governor and later became head of the Nigerian Federal Ministry of Communications .","Cornelius Olatunji Adebayo, a governor of Nigeria and the leader of the Nigerian Federal Ministry of Communications, was formerly enrolled in the United States Senate."
"Massachusetts voted for Harry S. Truman in 1928 , for Al Smith four times in the 1930s and 1940s , and for Franklin D. Roosevelt in 1948 .","Massachusetts gave preference to Harry S. Truman in 1928, Al Smith in the 1930s and 1940s, and Franklin D. Roosevelt in 1948."
Ibn Amira was born at Alzira in the province of Valencia .,"Alzira, in the province of Valencia, is where Ibn Amira was born, and he is known for his religious devotion to God."
"If we use an alternating Turing machine , we have the resource ATIME .",The resource ITS is obtained by utilizing an alternating Turing machine when a Turbine machine is employed and an input resource is used.
"On November 13 , 2016 , David Machado was murdered in Fox Grove Park near the city of Hughson by Dennis Wallace .","Dennis Wallace caused the death of David Machado on November 13, 2016, in Fox Grove Park near the city of Hughson, in a shooting that took place on Fox Street and in front of the village Hall."
"On his death in 1946 , his papers on this project were uniformly in a still rough state .","His papers on the project were in a state of uniformity until his death in 1946, when he passed away."
"Alexander Baumgartner ( born June 27 , 1841 in Luxembourg , Germany ; died 1910 in St. Gallen , Switzerland ) was a poet and writer on the history of literature .","Alexander Baumgartner, a German-born poet and writer, was born in Luxembourg on June 27, 1841, but died in St. Gallen, Switzerland in 1910."
Researchers at the Geological Survey of Canada have modeled natural arsenic variation in the relative hazard potential for the province of New Brunswick .,"The relative hazard potential of New Brunswick province has been influenced by the natural arsenic variation in the province, which has modeled variation at the Canadian Geological Survey's Canadian Arctic and Atlantic toxicity levels."
"The airline was developed by Irelandia , which also formed other five airlines , namely VivaColombia , Ryanair , Allegiant Air , VivaAerobus and Tigerair .","Irelandia, which formed Ireland's development arm for the airline industry, also created other five airlines, namely VivaColombio, Ryanair ; Allegiant Air (2005),, and vivaAerobus (2007), as well as Tigerair (2010)."
The river Geamărtălui is a tributary of the River Breaza in Romania .,"In Romania, the River Breaza and the river Geamărtălui are both streams that flow downstream from the city."
It was bought by C. R. Gregory in 1834 in the monastery of Saba . Robert Curzon saw it in 1883 .,"The item was acquired by C. R. Gregory in 1834 from the monastery of Saba, and Robert Curzon viewed it in its zentral London monastery in October 1883."
"Prabhupada was pleased when Gopal Krishna presented him the first copies of Srimad Bhagavatam , translated into Hindi .","The presentation of the first copies of Srimad Bhagavatam by Gopal Krishna to him, translated into Hindi, by Prabhupada was met with satisfaction."
St.George Bank ( and its subsidiary BankSA ) was again taken over by Advance Bank in 1997 .,"Advance Bank purchased St.George Bank (and its subsidiary BankSA) from St-George until 1997, when it reorganized."
"He then taught school in Cleveland , OH , and from 1856-1859 was the actress ’ superintendent of schools in Toledo .","Following that, he taught school in Cleveland, Ohio, and served as the superintendent of schools in Toledo for three years, beginning in 1856-1859, while also serving as superintendent in the school of the actress."
"The poem is preserved in four contemporary manuscripts , one of which is fragmentary :","Four contemporary manuscripts exist that contain the poem, including a fragment from Isaiah, one of which is incomplete."
Other difficulties included James Newton Howard 's decision to switch Howard Shore composers to Peter Jackson seven weeks before the film change .,"The change of composers from Howard Shore to Peter Jackson, which occurred seven weeks before the film change, was a significant issue that led to difficulties for James Newton Howard and his team."
Dusty Baker became the first black manager to participate in a World Series since Cito Gaston for Toronto in and .,"Dusty Baker participated in the World Series, becoming the first African-American manager to participate in a World series since Toronto in 2000, with cite from Cito Gaston."
"Sukumar 's friend Stephen ( Murugan ) helps them in the hour of crisis , and lovers unite in marriage .","Sukumar and his friend Stephen provide assistance to them during the crisis, and lovers marry."
"Dr. Adams left Miss Sarah Hunt , with whom he married a daughter , married B. Hyatt in 1788 , esq .","Dr. Adams, who had been married to a daughter of Miss Sarah Hunt, married B. Hyatt in 1788, esq."
"It is sometimes used as reductio ad absurdum of the well-known argument of design , which runs as follows :","As a reductio arbitrary, it is sometimes used as if it were merely the routin alone of the well-known argument of design, which operates like this: ""The design argument, i.e., is based on the following: whereas, as is so often stated: with the exception of: design: the argument... explains, so does it...""."
Kudawa is a village and village development committee in the Narayani zone in the Bara - district of south-east Nepal .,"In the district of Bara in south-east Nepal, the village and village development committee named Kudawa is situated in the Narayani zone, which is located in Narasini district."
"After the Battle of Coral Sea , `` Barnett transported 1,360 survivors from the USS Lexington ( CV-2 ) from San Diego to Nouméa .","Following the Battle of Coral Sea, Barnett transported 1,360 survivors from San Diego to Nouméa on the USS Lexington (CV-2), where he used the helicopter crafter CV-2 from Southampton."
"Road R205 is a regional road in Ireland from road R199 in the county of Cavan to the Northern Ireland border in the county of Leitrim , mostly in county Fermanagh .","The county of Cavan is home to the majority of the county's roads, while road R205, a region road in Ireland, extends from the road of R199 to bordering Northern Ireland in the northernmost county, which is mostly in county Fermanagh, and is part of Ireland."
Schliemann detected five shafts and cleared them as the graves mentioned by Pausanias .,"According to reports, Schliemann identified five shafts and confirmed them as the graves mentioned by Pausanias."
"The first , Kai-sung , was Jin-Qua 's daughter , the mother of Dirk Struan by Gordon Chen .","The daughter of Xuang, known as Kai-sung, was born to Jin-Qua and Gordon Chen."
In 1974 the urban district was merged with Repton Rural District and part of South East Derbyshire Rural District to form the present South Derbyshire District .,"The present South Derbyshire District was formed in 1974 by combining the urban district with the Repton Rural District, which was also part of the South East Derbyry Rural district."
"For example , Cerberus is expressed in amphibians in the anterior visceral endoderm , and in mice it is expressed in the anterior dorsal endoderm .","The anterior visceral endoderm of amphibians contains the gene for Cerberus, whereas in mice, it is located in the anterior dorsal ending of the same gut lining."
"Abraham Hart was president , and Mayer Sulzberger secretary , of the board of trustees .","Abraham Hart served as the president of the board of trustees and Mayer Sulzberger as secretary, while Hart was serving as president and SULZberger was secretary."
"He collaborated with contemporary architects such as Giovan Giacomo Di Conforto , Bartolomeo Picchiatti and Francesco Grimaldi .","He worked with contemporary architects such as Giovan Giacomo Di Conforto, Bartolomeo Picchiatti and Francesco Grimaldi."
"Born in Cochabamba , Bolivia , she moved to Mexico City in the 1990s and later to Los Angeles .","Having originated from Cochabamba, Bolivia, she moved to Mexico City in the 1990s and subsequently to Los Angeles."
"Born in Leiden , de Ruiter has played for FC Utrecht , FC Den Bosch , Excelsior , RKC Waalwijk and FC Emmen .","Despite being born in Leiden, de Ruiter has experience playing for various teams including FC Utrecht, FC Den Bosch, Excelsior, RKC Waalwijk and FC Emmen."
"Vermont is bordered by Mitcham to the north , Nunawading and Forest Hill to the west , Vermont South to the south and Wantirna and Ringwood to the east .","Vermont's border is shared by Mitcham to the north, Nunawading and Forest Hill tothe west.To the south. To the east. Vermont South. ________________ ________ Detailed Descriptions of Vermont, corresponding to this area'"
"Dr. Julio Square Junqueira was the first to be built in Arapongas , was named after Dr. Julio Junqueira named after the first mayor of Arapongas .","Dr. Julio Square Junqueira, the first structure of the edict of Santiago de Cuba, was named after Dracula, or Dradora."
Prakash Raj also joined the team in August 2017 to allegedly play the role of producer Aluri Chakrapani .,"In August 2017, Prakash Raj joined the team in a role allegedly playing the role of producer Aluri Chakrapani, reportedly as Pramash Ram."
"Meridian consists of the residents of Daykin , Alexandria , Western , Fairbury and Tobias , creating the 303 Nebraska School District .","The 303 Nebraska School District was formed by the population of Meridian, which includes Daykin, Alexandria, Western, Fairbury, and Tobias residents."
"July is , on average , the coldest month , the hottest in January .","The average temperature in July is the lowest month, while January is hotter."
Another way to regulate the population of deer is to control the fertility rate .,Controlling the fertility rate is another approach to control the population of deer.
The first round took place in the weekend of 23 - 25 September 2011 in Slovakia ( Prievidza ),"The weekend of 23 - 25 September 2011 in Slovakia ( Prievidza) was the location of the first round of fixtures, which was held in the weekend."
"He married Marie Magdalene Schweigaard , daughter of Tellef Dahll Schweigaard , niece of the leading politician Anton Martin Schweigaard and Aunt of later Prime Minister Christian Homann Schweigaard .","He and Marie Magdalene Schweigaard exchanged vows, and she is the daughter of Tellef Dahll Schweiger, a lawyer's daughter, the niece of Anton Martin Schweigeard, one of the leaders of politics, as well as the aunt of Prime Minister Christian Homann Schweigen."
"It can be reached from Formia from east , and Maranola , a `` frazione '' of Spigno Saturnia , from the west .","It is accessible from Formia in the east and Maranola, a suburb of the town of Saturnie, in Italy from the west."
"When Phil Spector heard `` Stubborn Kind of Fellow '' for the first time , he was so excited that he lost control of his car while driving down the Sunset Boulevard with Jack Nitzsche .",The excitement that Phil Spector felt was so overwhelming that he and Jack Nitzsche lost control of his car while driving down Sunset Boulevard.
Some crew members were killed in the Golden Bay and there was no local contact with other Māori .,"The absence of local Mori interaction meant that some crew members died in the Golden Bay, and there was no local contact with other M'ori."
The single was announced on 31 October 2015 and was released on 13 November 2015 .,"The release of the single was on 13 November 2015, following its announcement on 31 October 2015."
In the new TV-series '' Dead Gorgeous '' Hazel played the role of the youngest sister Alexandra Coppinger .,"In the latest television series ''Daily Beautiful': The role played by Hazel in the role of the younger sister, Alexandra Coppinger."
Some of them are described here and some of them are linked under `` External links '' below .,Several of them are explained in detail and some of those are accompanied under  External links '' below.
"In Scottish football , semi-professional teams compete at all levels below the Scottish Premiership , with most teams below the Scottish Championship being semi-professional .","Most teams below the Scottish Championship are semi-professional, and Scottish football teams from the semis compete at all levels below Scotland's Premiership."
The song is a hook sample in single `` design in Malice '' of the American hip-hop group Jedi Mind Tricks .,The American hip-hop group Jedi Mind Tricks features the song Malice as a single  design hook sample.
"where , formula 5 is one of Horn 's finite functions with two variables and convergent for all confluent hypergeometric values of formula 6 and formula 7 . It is given by :","One of Horn's numerous, two-dimensional, and convergent Horn 'finite' functions with two variables, namely, formula 5 is one of, where. The solution to this problem is given by : ; if and when?"
"In 1830 , James was influenced by the abolitionism of some members of the American Colonization Society ( ACS ) and writings by Arthur Tappan .","The writings of Arthur Tappan and the isolationist ideology of some members of the American Colonization Society (ACS) had a significant impact on James, causing him to become influenced by them in 1830."
"They were developed by Namco Bandai and published by CyberConnect2 , beginning with `` Naruto : Ultimate Ninja '' in 2005 .","The development of these was done by Namco Bandai, and they were published by CyberConnect2, with the first installment of Naruto : Ultimate Ninja in 2005."
"The highway was cancelled on October 18 , 1954 , when FM 1241 was extended .","The extension of FM 1241 on October 18th, 1954, caused the highway to be cancelled, resulting in the cancellation of the road on that day."
The solar approach to this requirement is the use of solar panels in a conventional-powered aircraft .,"The use of solar panels in a conventional-powered aircraft is the preferred method of addressing this need, while others rely on solar energy."
"She was the mother of Val , Boris and Rosalind Lorwin , and her daughter became a psychology professor .","Val and Rosalind Lorwin were the children of Val's mother and father, while her daughter later became a professor of psychology."
"Indirect evidence of dark matter comes from its gravitational influence on dark matter , as no other particles of matter have been observed in laboratories .","Laboratory experiments have yielded no other particles of matter, and the absence of evidence of dark matter suggests that it could be the cause of the matter's gravity, which is the only known source of indirect evidence."
He was replaced in successive coups by Olusegun Obasanjo ( 1975 ) and Murtala Mohammed ( 1976 ) .,"Following a series of successive coups by Olusegun Obasanjo (in 1975) and his brother, President-elect Murtala Mohammed (also in 1976), he was replaced."
"McMillan spent two years in the Royal Medical Corp. at Tidworth -- and later at Didcot , where he ran an MRS for soldiers injured in the Korean War .","McMillan served two years in the Royal Medical Corp. at Tidworth and later at RAFTS in Denmark at the War Memorial Hospital in Didcot, where he served in distinction while operating a Medical Record Station (MRS) for soldiers injured in action in Korea."
"`` Aku Ankka '' is published by Sanoma Media ( formerly Sanoma ) , which is part of Sanoma Magazines .","The publication ''  Anku Ankka', which is titled, is published by Sanoma Media (formerly Sanomie) - formerly a subsidiary of Saroma Magazines."
"Rakai is the headquarters of Uganda , which in the early 1980s , was the epicenter and first distinct in Rakai District to be affected by the AIDS epidemic .","The capital of Uganda is situated in Rakai, which is also known as the headquarters of the country. During the AIDS epidemic of 1980, Rakii District was the center and first identified by the district."
The Asian activities became part of Ebel while the European activities were sold to Hong Kong entrepreneur Joseph Wong and are now part of Stelux Holdings .,"The Asian activities were integrated into Ebel, while the European activities are now transferred to Joseph Wong, a Hong Kong entrepreneur, and are part of Stelux Holdings."
"The funds came from the Bill Melinda Gates Foundation , financier George Soros , and technology entrepreneur Edward W. Scott .","The funding was provided by the Bill Melinda Gates Foundation, financier George Soros et al. – and technology entrepreneur Edward W. Scott."
"Finale is a city in South Africa in the province of Mopani District Municipality , Limpopo .","Finale, located in South Africa, is a city in the province of Mopani District Municipality and Limpopo."
"Rashidi was not charged , but he was detained by Moroccan authorities , when he was repatriated .","Although he was not charged, Rashidi was held in custody by Moroccan authorities upon his return, despite no charges being filed against him."
"He was appointed prosecuting attorney for Seneca County in 1824 , for Williams County in 1826 , and for Sandusky County in 1827 .","In 1824, he served as the attorney for Seneca County in 1825, while likewise, in 1901, 1826, 1901, Williams County, and 1827, respectively, appointed him as his appointment as prosecuting attorney."
Lake Georgetown is also a source of drinking water for Georgetown and the nearby town of Round Rock .,Lake Georgetown provides drinking water to both Georgetown and the neighboring town of Round Rock.
Holly was musically influenced by Elton John .,"Holly's compositions were influenced by Elton John, who had a significant impact on her music."
"At the time of his death , David Cardinal Beaton was Lord Chancellor of Scotland , Archbishop of St Andrews , and Cardinal Legate in Scotland .","At the time of his death, David Cardinal Beaton was serving as Lord Chancellor of Scotland, Archbishop of St Andrews. and Cardinal Legate in Scotland."
Kjeld Deichmann died suddenly in 1963 and Erica closed the studio and gave up pottery .,"In 1963, the death of Kjeld Deichmann caused Erica to close the studio and abandon pottery."
"However , Michael Jackson , Prince , and Madonna were influences on the album .","Although the album was not a work of art, it was influenced by Michael Jackson, Prince & Madonna."
"The only tram depot is at Miraflores . Termini are San Antonio , and Oriente .","The city of Miraflores is the only station with a tram depot. Termini are San Antonio and Oriente, while the metro stops at both."
"He also helped to establish meditation centers throughout North , Central and South America as well as in Europe .","Additionally, he contributed to the establishment of meditation centers in North, Central, South America, and Europe."
"In Sri Lanka , the title of Chartered Accountant ( CA Sri Lanka ) can be used by only members of the Institute of Chartered Accountants of Sri Lanka .","Members of the Institute of Chartered Accountants of Sri Lanka are the only ones authorized by Sri Sri, Lanka, to use the title of Certified Accountant ( CA SriL) in Sri Lee, the department head for the Association of British Bankers, based in the UK."
"Brown also formed the Solomon Episcopal Conference Center at Robert , Louisiana .","The establishment of the Solomon Episcopal Conference Center in Robert, Louisiana, was also under Brown's leadership."
"Lobethal Bierhaus is a regional beer brewery , with German style influences .","Lobethal Bierhaus, a brewery located in the center of town, is known for its German-inspired beer."
Financial regulators sometimes share the worldview of their regulated entities through sectoral regulation .,Sectoral regulation may result in financial regulators and regulator states overlapping their views on the worldview of their regulated entities.
"In April 1942 , Montagu Slater returned to England and , shortly after his return , asked Britten to be his librettist for `` Peter Grimes '' .","After arriving in England in April 1942, Montagu Slater asked Britten to serve as the libretto for  Peter Grimes's composition, and he agreed to it shortly after."
Three years later he won a silver medal in the same competition at the European Championship in Hahnenklee for West Germany .,"At the European Championship in Hahnenklee for West Germany, he won a silver medal three years later in the same competition."
"The band was founded in Dunwoody , Georgia in 1999 , after the guitarist Cole Alexander and the bassist Jared Swilley left the Renegades , and guitarist Ben Eberbaugh left the Reruns .","Following Cole Alexander and Jared Swilley's departures from the Renegades, and Ben Eberbaugh'' in 2002, the band was formed in Dunwoody, Georgia in 1999, after Alexander left and Swiley left the group."
Some of them are described here and some of them are linked under `` External links '' below .,Several of them are explained in detail and some of those are accompanied under  External links '' below.
"The second editor is Herbert Wessels ( since 2009 ) , editor in chief is Markus Ermert ( since 2002 ) .",Herbert Wessels has been the second editor (since 2009) whereas Markus Ermert has acted as editor in chief since 2002.
Ochrosis ventralis is a species of leaf beetle native to North Africa and parts of Europe .,"Native to North Africa and certain European regions, Ochrosis ventralis is a leaf beetle species."
Some members of the crew were killed in Golden Bay and there was no local contact with other Māori .,The absence of local interaction with other Mori was evident as some crew members died in Golden Bay.
These three paternal dynasties governed the Kingdom of Waalo with the maternal family Mbooj .,"The Kingdom of Waalo was under the rule of three paternal dynasties, with the maternal family Mbooj, and they were maternal ties."
"In the early 1950s , Fiaminghi began creating works that were abstract art and incorporated elements of constructive art .","Abstract art and constructive art elements were introduced by Fiaminghi in the early 1950s, when he commenced producing works of art."
The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .,"The west end of the bridge leads to Parker and the north to Emlenton, while Pennsylvania Route 268 travels from there southward to east, as seen on the map."
"His name , Afolabi , is `` Born into wealth `` . His nickname in Nigeria means Robocop because of his stiff movements .","Born into abundance,  Born to frugal. His name, Afolabi, means Born in poverty. In Nigeria, his name is shortened to Robocop due to his strained movements."
"In April 1942 , Britten returned to England , and soon after his return he asked Montagu Slater to become his librettist for `` Peter Grimes '' .","After arriving in England in April 1942, Britten requested Montagu Slater to serve as his libretto for  Peter Grimes's work, which he wrote as a guest."
"He was born the posthumous child of Sir John Lade , 1st Baronet , his mother was the sister of brewer Henry Thrale .","Sir John Lade, 1st Baronet and his renowned mother, Sir Henry Thrale, were parents of the deceased infant, whom he was born as."
"The exception was between late 2005 and 2009 , when he played in Sweden with Carlstad United BK , Serbia with FC Terek Grozny and the Russian FK Borac Čačak .","During the period of late 2005-2009, he played for Carlstad United BK in Sweden, FC Terek Grozny in Serbia, and Russian FK Borac aak in Russia, but there were exceptions between late 2004-05."
The episode was written by Chuck Tatham and directed by Fred Savage .,The episode was written by Chuck Tatham and directed by Fred Savage.
The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many dinner invitations for the Prince .,The meeting is halted by the arrival of several messengers from various powerful or influential Mardukans in the city with numerous dinner invitations for the Prince.
"Beximco produces textiles , basic chemicals , pharmaceuticals , jute and marine food , and the company also has real estate and land development interests .","Beximco, a company that owns property and land development interests, produces textiles, basic chemicals. Pharmaceuticals, pharmaceuticals and supplying jute and marine food."
`` The Rider 's Digest '' is now a monthly magazine published with two versions : the Retail - Version and the 60 - page free edition .,"The monthly magazine, ""The Rider's Digest"", is now published and is available in two formats: a 60-page free edition and ''Real - Version'."
"His wife was Klára Csabi , and their son Ferenc Wathay was also a famous commander and author of the `` Songbook of Ferenc Wathay '' .","His spouse, Klára Csabi, and their son, Ferenc Wathay, was also renowned as a commander and author of the  Songbook of Ferenthay ''."
"A ratio of 2.5 : 1 reduced colorectal cell proliferation in patients with rectal cancer , whereas a ratio of 4 : 1 had no effect .","Patients with solitary rectal cancers exhibited a reduction in colorectal cell proliferation at 2.6 : 1 compared to 0.5.2 based on PCR, while correspondingly, expressing 5% had no effect."
"He was born Charles Wyndham Standing in London , England and died in Los Angeles , California .","Charles Wyndham, the individual who was born in London, England, and passed away in Los Angeles., California."
"Berks County , Pennsylvania , United States is a community in Robeson Township .","The community in Robeson Township is situated in Berks County, Pennsylvania., United States."
"Vermont is bordered to the north by Mitcham , to the west of Nunawading and Forest Hill , to the south by Vermont and to the east by Wantirna and Ringwood .","Vermont is situated to the north, bounded by Mitcham to his right, west, east, and west of Nunawading and Forest Hill to their west; south, to Vermont, with the exception of Wantirna and Ringwood to its east."
"Cook Pond , also known as the South Watuppa Pond , is located south east of Laurel Lake and west of the Taunton River .","South of Laurel Lake and to the west of the Taunton River, to its south east from Mainland China's Maritime City, is Cook Pond, also known as South Watuppa Pond or South Cook, which is situated on the Ohio River."
Only Ronnie Fields did not play a single game in the NCAA or the NBA .,"Ronnie Fields, on the other hand, was a player for the NCAA and the NBA."
"Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","Captain Ivor Ewing McIntyre gave birth to a son, Duncan McIntotychre, in Kent, England on October 6, 1899, named after him."
"There is also a respiratory disease in ruminants , and animals may refuse to eat , appear lethargic and also develop neurological signs .","In addition to respiratory disease, ruminants also suffer from respiratory diseases, while animals may exhibit nauseous behavior, appear sluggish, and display neurological signs."
"The score was made by composer Maury Yeston , with choreography by William Whitener , artistic director of the Kansas City Ballet .","The composer Maury Yeston composed the score, while choreography was done by William Whitener, who is the artistic director of the Kansas City Ballet."
"`` Dream '' was performed at the Royal Opera House , Covent Garden , in 1961 , produced by John Gielgud and conducted by Georg Solti .","At the Royal Opera House, Covent Garden, in 1961, a production of ''Dream', which was produced by John Gielgud and conducted by Georg Solti, was presented as  Dream' in."
"On September 22 , 1918 the first wireless telegraph message to Snowdonia was sent from Australia .","The initial telegraph message to Snowdonia from Australia was sent on September 22, 1918, and it was transmitted wirelessly from the Red Sea to Australia."
"Cook Pond , also known as the South Watuppa Pond , is located south east of Laurel Lake and west of the Taunton River .","South of Laurel Lake and to the west of the Taunton River, to its south east from Mainland China's Maritime City, is Cook Pond, also known as South Watuppa Pond or South Cook, which is situated on the Ohio River."
"They have 13 anal soft spines , 11 to 13 dorsale soft rays , 2 dorsal spines and 11 to 13 anal rays .","The presence of 13 anal soft spines, alternating 11 to 13 dorsale soft rays and between 2 and 11 anals, as well as 2 other 2 doricles and from 1 to 1 digit to one thousand natron elven spondylone."
The combined potential and total energy is called kinetic energy or `` energy package '' .,"The energy package, also known as kinetic energy, is the sum of potential and total energy."
"They were there for us to pray , and they were there to enjoy us .",They were present for prayer and entertainment.
Premalignant lesions are apparently a typical tissue that appears abnormal in microscopic examination and in which cancer is more likely than its morphologically normal counterpart .,"Typical tissue abnormalities are visible in microscopic examination of a malignant tumor, which is more likely to develop cancer than its morphologically normal counterpart."
"`` R. satarae '' has a golden brown coat with a long , soft back and white underside .","The species, R. sativae, has a coat that is golden brown in color, but its back is soft and white on the underside, and its tail is long and soft."
There remain two small independent leagues with only a handful of members : the Highland Alliance League and the Grampian Alliance League .,"Two independent leagues, the Highland Alliance League and the Grampian Alliance, have only a few members, but there are still two."
"The `` Fall Beil '' was used for the last time in West Germany in 1949 , in 1966 in East Germany .","West Germany utilized The  Fall Beil '' for the final time in 1949, while East Germany did the same in 1966."
"Annette Amelia Crum married Bryant , the daughter of Samuel Crum , on September 29 , 1874 . They had one daughter .","Bryant, the daughter of Samuel Crum, and Annette Amelia Crumm, mother of Annali Amilia Crump, were married on September 29, 1874 to Annella Amellie Crumă, on which date the couple had a daughter."
"Furthermore , a triple threat match for the United States Championship between Champion Jack Swagger , The Miz and Kofi Kingston was .","Additionally, a United States Championship showdown between Jack Swagger, The Miz, and Kofi Kingston was characterized by 'a triple threat' and involving ten players from each team."
"The song was presented in the sixth promo for the second season of `` Sons of Anarchy '' , a television series FX network .",The sixth advertisement featured the song during the airing of the second season of  Sons of Anarchy's series on the Fox television network.
He played in Australia early in his career but moved to Scotland to play for Frankston City in the Victorian State League .,"Although he participated in Australia during his early career, a few years later, his only career sport played in Scotland saw him move to the Victorian State League for Frankston City."
The latest track `` Every Morning '' is the acoustic guitar version of the first track `` Morning '' .,"The newest track,'Every Morning', features acoustic guitar and opens with ""Every Morning""."
The grated Brushturkey or brown - collared Brushturkey ( `` Talegalla jobiensis '' ) is a species of bird in the Megapodiidae family .,"The brush turtle, which is referred to as "" Talegalla jobiensis '') in Spanish, is an endemic bird of the Megapodiidae family."
"Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","Captain Ivor Ewing McIntyre gave birth to a son, Duncan McIntotychre, in Kent, England on October 6, 1899, named after him."
"The history of the 46th Rocket Division starts from April 29 , 1941 , when the formation of the 188th Rifle Division was completed in Kaunas .","The 46th.2:10:00 April 29, 1941; 188thRifle Division was formed on April 29, 1941 at approximately 11:00 AM in Kaunas."
