Sentence,Informal_15
"On August 1 , 1699 , William Blackett handed over his copyhold lands in Chirton to Sir Archibald Campbell , who sold the Bickerstaffe , 1st Duke of Argyll Hall .","Captain Piccionell sold copyhold lands in Chirton to Sir Archibald Campbell on 1 August 1699, after William Blackett transferred his copyright tenancies to him. Campbell sold the Bickerstaffe, 1st Duke of Argyll Hall and the sale was completed."
"Big Band Specials is a 1962 album by Bob Cooper , with tracks arranged by Bill Holman , Shorty Rogers and husband June Christy .","Big Band Specials album by Bob Cooper (1962) is arranged by Bill Holman, Shorty Rogers and husband June Christy, with tracks rehearsed by Buddy Holly - Bob's son."
"In addition to various metal plates , concrete and sandbags were used for improvised tanks in some cases .",Tank improvised explosives were made from concrete and sandbags in a few ins & occurrences use concrete plates and metal plates were used as well as stacked tanks made of cinder block.
"Barbara Boothe Ellison was born in Santa Clara County , California , the daughter of billionaire Oracle Corporation chairman Larry Ellison and his ex-wife , Megan Ellison .","Born in Santa Clara County, California (2017), Barbara Boothe Ellison is the only daughter of Larry EllisON, a billionaire who inherited the Oracle Corporation and his former wife Megan Ellisson."
"Guillermo Coria defeated Alberto Martín 6 -- 3 , 3 -- 6 , 6 -- 2","Beat maker Alberto Martn - Guillermo Coria 6 -- 3, 3 -- 6. 6 + 2!"
The Red Bulls lost but made the 1st round of the playoffs .,"Red Bulls lost 3-2, insa insa in the 1st round of playoffs."
12 January 1978 : Cambridge United manager Ron Atkinson is appointed as manager of West Bromwich Albion .,"Ron Atkinson completes his tenure playing for Cambridge United and is promoted to the manager of West Bromwich Albion on January 12, 1978."
"In 1979 he had his best year on tour , making a quarter-finals in Atlanta , Johannesburg and Tel Aviv .","One of World Tour winners 1979, he reached the quarter-finals in Atlanta, Johannesburg and Tel Aviv, marking his best year on the tour."
The next version was created by Robert Fuller 's brother Ron in 1986 .,"Ron Fuller produced a new creation called the succeeding one in 1986, created by his brother Robert Fullers."
The temple serves as a cultural and religious centre for Korean Hindus and immigrants from the South Asian countries .,"Korean Christians living outside South Asia cannot go without worshipping at the temple, which serves as a cultural hub for Korean Hindus and sanctuaries for immigrants from South Asian countries."
"The clubhouse was built by Curtis , for the then sum of $ 60,000 , and rented it for a large charge to the club .","The clubhouse built by Curtis was built for $60,000 and leased to the club for a high fee."
"Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G , Danny Choo , Kaname , and Tasha with Miyuko from Korea were special guests for the event .","Special event entrants featured MITSUHSa Ishikawa - Tomohiko 'Ishii' Production I.G, Danny Choo, Kaname, Tasha & Miyuko from Korea."
Vempati Chinna Satyam ( 15 October 1929 - 29 July 2012 ) was an Indian dancer and guru of the Kuchipudi dance form .,"One dancer known as Vempati Chinna Satyam, a master of the Kuchipudi dance form, lived from 15 October 1929 to 29 July 2012 and was an Indian guru."
This incident was later celebrated and is now commemorated in Egypt on 25 January of every year as National Police Day .,"National Police Celebration is now held in Egypt on 25 January, on a yearly basis, in honor of this incident, which was later celebrated in 1923."
Udaipur is a town in the Indian state of Madhya Pradesh near Ganj Basoda .,"Madhubani purges: Udaipur is a town situated near Ganj Basodal in the Indian state of Madhya Pradesh, located 500 kms from Surat Ganja Dhakshak."
"He was then replaced by Heraclius , a first cousin of Nicetas , and was forced to take monastic vows .","Finally Jacques Cartier replaced Heraclius, heir of Nicetas's first cousin He raced first, He was compelled to swear god'' in monastic vows."
"First , describe the areas with high pollen values instead of the areas with low pollen .",First ill to Count All polo areas - High pollen values => High populated areas instead of low pollination areas.
"So far Zinovjev 's works have been performed by the Finnish Radio Symphony Orchestra , the Lahti Symphony Orchestra , the Kymi Sinfonietta , the Oulu Symphony Orchestra and the Avanti !","Symphony Orchestra in Finland, Lahti Symphony Ordaj, Kymi Sinfonietta  playing their current works, Oulu Symphony ORGANIZI POUND!"
"It was designed by Richard Creed , built by Collins and Geoffrey and equipped by George Edwards of Monmouth .","Engineer Richard Creed designed it, construction was done by Collins and Geoffrey, and George Edwards of Monmouth was given the equipment."
"McCall and Lesiuk left the band in the summer of 2007 , with McCall being replaced by Steven Tosh on drums and Jamie Macleod took over the bass tasks .","Steve McCall left on guitar with Lesiuk and McCll in the summer of 2007, with Steven Tosh on drums and Jamie Macleod on bass taking over the duties after McCart and Leslivuk left."
"In 1886 , Miles replaced General George Crook as commander of the armed forces fighting Geronimo , a Chiricahua Apache leader , in the Department of Arizona .","Miles succeeded President General George Crook in 1886 when he landed in Arizona fighting Geronimo, a leader of the Chiricahua Apaches, in the Department of Arizona, replacing CroOK as commander of armed forces."
"Barshi , is an earth dam on the local river near Pathari Dam , Solapur district in the state of Maharashtra in India .","Barshi building is earth dammed on the river local near the Pathari Dam, in the state of Solapur district of Maharashtra, India, where an earthdam is built on top of the dam."
"He married Mary , the daughter of Brooke of Selston , Nottingham , and was succeeded by his eldest son , Richard .","Marriage took place soon after he married Mary,the daughter of Brooke of Selston. Nottingham ; pictured left - and her husband Richard, survived by his eldest son."
Luk or Loke is the Chinese romanization of several ( but not all ) Cantonese surnames that are romanized as Lu in Mandarin .,"Numerous Cantonese first name's are known latino lukr(k) =Luker (), Loke, Luk Xu Ying xu Jin ) & Lok TY yuêê êţê"
"The correct rotations of the cube , which can be characterized by permutations of the body diagonals , are also described by conjugation in `` S '' .","The  SN1 can crier d'''S ; t h r n e o f, w u re s i q é a m er R è. The correct rotations of the cube can also hear c urrent permutations of body diagonals."
"For example , in amphibians Cerberus is expressed in the anterior dorsal endoderm and in mice it is expressed in the anterior visceral endoderm .","Animal avian Cerberus is found erect in the front endoderm (front endosace) in all amphibians, whereas mouse Cercerin is present erected in mice OE endokrhinogi, the ENT endopharynge (OE or preprehender endostomy) ER 20"
"He did clinical training at the Middlesex Hospital in London , and qualified as a medical doctor in 1943 .","He completed clinical training immediately after attending the Middlesex Hospital in London, and was able to complete his medical training as a doctor in 1943."
Sunny cut the track in November 1973 with Roger Greenaway producing while Chris Gunning provided the arrangement and conducted .,Sunny performed - Sunny cut the track in November 1973 with Roger Greenaway producing and Chris Gunning provided the arrangement and conducted. Chris made it onto the airwaves while Sunny produced and produced on the song in full rotation in Sunny's style.
Damon Knight ( quoted by James Blish ) said about the interpretation of Knight 's story :,"Damon Knight posed this comment above to James Blish based on her elucidation of his story: ""What could possibly go wrong if you were Knight himself?"
"The film is about Rafael , a new singer in Malayalam film industry .",Rap superstar Rafael is a new singer in malayalam cinema.
It was the third season broadcast more than two years after the family edition and more than three years after the first celebrity edition .,"Celebrity edition airing over HK$13 million in the first season, based on ratings, with the third season airs more than two years later than the family edition and over three years after the celebrity edition."
"He died on 19 September 1891 in Gallatin , Tennessee , and received a Masonic in Gallatin .","Gallatin (2007) passed away on 19 September 1891 in Tennessee, where he was ordained a Masonic member."
The wrestler then jumps around and swings forward to fall back and let the opponent 's head drop into the mat .,"Jumping right up, the wrestler then swings his body forward to fall back and let the opponent's head drop onto the mat."
She moved with her parents from Finland to Estonia at the age of 3 years and is currently living in Helsinki .,Movennt home from Finland with her parents in the summer of 2013 - she is now living in Helsinki with friends and living with them in Estonia at the age of 3.
"The town is situated at the western end of the `` Horta de València '' , on the right bank of the river Turia .","Adorable! : The town is on the right bank of the river Turia, at the western end of "" Horta de València ''."
"Many of the demons in Solomon 's encounters are of Greek , Christian , Jewish , Egyptian , Arabic , and other traditions .","Numerous religion/churches have played a large instrumental (media-scale) role in Solomon's battles, Solomon summoning demons from Greek / Christian, Jewish. Egyptian & Arabic and other traditions."
The administrative region of Chenzhou in the Tang dynasty is under the administration of modern Zhoukou in eastern Henan :,Chen (0)ing dynasty ruled Chenzhou region in Henan province east of the city of Chengdu in China.
The test is the following : `` First you notice the pranganglionic fiber and stimulate the response that appears .,The first to hit a pranganglionic fiber first takes utcture - click on it and it will pop if you want it to teleport you trigger the response!
Ukhrul is also a tourist hotspot in the state of Manipur .,"Manipur boasts Ukhrul, one of world tourist destinations, as well as Uduppa University."
"Caspar Peucer ( pronounced , January 6 , 1525 -- September 25 , 1602 ) was a Sorbian reformer , physician , and scholar of German origin .","One of humanity's greatest advocates against statehood, despite allusions to Nazi Germany, Caspar Peucer' sterreichs bürgerschaft, German religious aristocratic beliefs, and religious practices, made him renowned as king, prophet, doctor and scholar of the Sorbian Republic of Germany."
"Cornelius Olatunji Adebayo is a former senator of Nigeria , who was governor and later became head of the Nigerian Federal Ministry of Communications .","Corny Objectuon: Cornelius Olatunji Adebayo is famous today (pictured) as Nigeria's former senator, was governor and later head of the Nigerian Federal Ministry of Communications."
"Massachusetts voted for Harry S. Truman in 1928 , for Al Smith four times in the 1930s and 1940s , and for Franklin D. Roosevelt in 1948 .","Boston voters elected Harry S. Truman in 1928, Al Smith in the 1930s and 1940s four times, and Franklin D. Roosevelt in 1948."
Ibn Amira was born at Alzira in the province of Valencia .,"Born in the city of Alzira (present day Valencia), one hundred ninety-one years old is Ibn Amira."
"If we use an alternating Turing machine , we have the resource ATIME .","The synchronized TT statler possesses the data set SET in TI when executing DT balancing function triggered by an alternating Turing machine, resulting in the resource ATIME."
"On November 13 , 2016 , David Machado was murdered in Fox Grove Park near the city of Hughson by Dennis Wallace .","Wolf man, born David Machado, was shot dead by gunman Dennis Wallace on November 13, 2016 in Fox Grove Park near the city of Hughson."
"On his death in 1946 , his papers on this project were uniformly in a still rough state .",The final paper published on his project remained spotless after his death in 1946.
"Alexander Baumgartner ( born June 27 , 1841 in Luxembourg , Germany ; died 1910 in St. Gallen , Switzerland ) was a poet and writer on the history of literature .","Born in Luxembourg, Germany on June 27, 1841 - died in 1910 in St. Gallen, Switzerland ; his celebrated body of work is the epic epic poem and literary history of Alexander Baumgartner."
Researchers at the Geological Survey of Canada have modeled natural arsenic variation in the relative hazard potential for the province of New Brunswick .,Natural hedoin of binneton arsenic (natural arsediic) vested a new moderator on the relative hazard potencil (RAP) for the province of New Brunswick has been modelled by scientists at the Geological Survey of Canada.
"The airline was developed by Irelandia , which also formed other five airlines , namely VivaColombia , Ryanair , Allegiant Air , VivaAerobus and Tigerair .","One out of Ireland's top five airlines, VivaColombia, Ryanair ; Allegiant Air ); vivaAerobus (2002) & Tigerair (all born Tigerains); was created by Irelandian, the company responsible for the creation of the airline."
The river Geamărtălui is a tributary of the River Breaza in Romania .,"Romania boasts UNESCO World Heritage Sites: Streaming volcanoes are now a common sight on the Romanian coast, while the Geamărtălui river is surrounded by the River Breaza as tributaries."
It was bought by C. R. Gregory in 1834 in the monastery of Saba . Robert Curzon saw it in 1883 .,The first copy sold by C. R. Gregory in 1834 was sold inside the monastery of Saba to CBB members Robert Curzon in October 1883.
"Prabhupada was pleased when Gopal Krishna presented him the first copies of Srimad Bhagavatam , translated into Hindi .","Happy. Gopal Krishna gifted him all the first copies of Srimad Bhagavatam, translated into Hindi. Prabhupada received the message and presented it to him."
St.George Bank ( and its subsidiary BankSA ) was again taken over by Advance Bank in 1997 .,"BankSA owned by Bank SA - St.George Bank ( / a parent commercial bank ), merged completely in 1997."
"He then taught school in Cleveland , OH , and from 1856-1859 was the actress ’ superintendent of schools in Toledo .","He ate school in Cleveland, OH ; 1856 - ringleader of the actress ’ school superintendents in Toledo."
"The poem is preserved in four contemporary manuscripts , one of which is fragmentary :","One still intact, the poem exists only in four contemporary manuscripts, one of them surviving entirely."
Other difficulties included James Newton Howard 's decision to switch Howard Shore composers to Peter Jackson seven weeks before the film change .,"Howard Streamer's producer James Newton Howard made a big deal out of swapping Howard Shore composers for composer Peter Jackson, who he resigned seven weeks before the film''re axed."
Dusty Baker became the first black manager to participate in a World Series since Cito Gaston for Toronto in and .,Black manager Dusty Baker made history by becoming the first black manager to play in a World Series since Cito Gaston for Toronto in and.
"Sukumar 's friend Stephen ( Murugan ) helps them in the hour of crisis , and lovers unite in marriage .","Love reaches sky when Stephen (murugan) – Sukumar's friend - intervenes in the crisis bringing Suokumar and Stephen together, resulting in marriage."
"Dr. Adams left Miss Sarah Hunt , with whom he married a daughter , married B. Hyatt in 1788 , esq .","Dr Stratton married Judith Boyce in 1765, esq. He inherited Dr. Adams' daughter Sarah Hunt, with whom he had married and married B. Hyatt in, inst."
"It is sometimes used as reductio ad absurdum of the well-known argument of design , which runs as follows :","The most popular argument defending design is known for its use of design ad absurdum rudimentary language, which proceeds: ""The most intelligent individual, irrespective of the level of their knowledge or lack thereof, has the right to exist, and the only person who can do it is himself... HUYN, THE HELP DESIRES, AND HAS BEEN DESIGNED, HAD BY DONE WITH DEREWH MY"
Kudawa is a village and village development committee in the Narayani zone in the Bara - district of south-east Nepal .,One of them known it is all about village and village development committee is Kudawa based in Bara district in south-east Nepal in the Narayani zone. He is president of the village Kubawa and is a village & village developer.
"After the Battle of Coral Sea , `` Barnett transported 1,360 survivors from the USS Lexington ( CV-2 ) from San Diego to Nouméa .","Barnett transported 1,360 survivors from San Diego to Nouméa on the USS Lexington (CV-2), using helicopters, after the Battle of Coral Sea and the evacuation of 1,500 men from Fort  Noumea."
"Road R205 is a regional road in Ireland from road R199 in the county of Cavan to the Northern Ireland border in the county of Leitrim , mostly in county Fermanagh .","Road 215, running from R199 in Cavan county in Ireland to Leitrim border on the Northern Ireland coast,most in county Fermanagh, is a regional road in the Republic of Ireland."
Schliemann detected five shafts and cleared them as the graves mentioned by Pausanias .,Fünf shafts led Schliemann down a street and he cleared them as the graves alluding to Pausanias.
"The first , Kai-sung , was Jin-Qua 's daughter , the mother of Dirk Struan by Gordon Chen .","Gordon Chen performed karate school martial arts lessons with Jin-Qua's daughter, Dirk Struan' s mother, Kai-sung, the first."
In 1974 the urban district was merged with Repton Rural District and part of South East Derbyshire Rural District to form the present South Derbyshire District .,"The city was unified with the urban district in 1974. In '74, the Urban District was combined with South East Derbyshire Rural District and part of the Repton Rural district to create the present South Derbyry District."
"For example , Cerberus is expressed in amphibians in the anterior visceral endoderm , and in mice it is expressed in the anterior dorsal endoderm .","Animal amphibian shoots produce Cerberus exclusively in the stomach flora's front visceral endoderm, resulting in a protein synthesis called necrosise, while human ovitas carry this secretion in mice."
"Abraham Hart was president , and Mayer Sulzberger secretary , of the board of trustees .","President Abraham Hart served on top of the board of trustees, with Mayer Sulzberger serving as secretary."
"He collaborated with contemporary architects such as Giovan Giacomo Di Conforto , Bartolomeo Picchiatti and Francesco Grimaldi .","Giovan Giant Giacomo Di Conforto Architects based in Milan exhibited his work on top-tier prime architects including Bartolomeo Picchiatti, Francesco Grimaldi, and Giorgio Armanito."
"Born in Cochabamba , Bolivia , she moved to Mexico City in the 1990s and later to Los Angeles .","Born in the Bolivian city of Cochabamba (2000), she emigrated inland to Mexico City in her home country in 1990s, before moving to Los Angeles (2005)."
"Born in Leiden , de Ruiter has played for FC Utrecht , FC Den Bosch , Excelsior , RKC Waalwijk and FC Emmen .","FC Utrecht, FC Den Bosch  und Excelsior - all of them in Dutch trophies played for de Ruiter, who was born in Leiden."
"Vermont is bordered by Mitcham to the north , Nunawading and Forest Hill to the west , Vermont South to the south and Wantirna and Ringwood to the east .",Green Mountain dominates the northern region of Vermont.
"Dr. Julio Square Junqueira was the first to be built in Arapongas , was named after Dr. Julio Junqueira named after the first mayor of Arapongas .",Dr. Julio Quadrillion was named Dr.Junqueira - the first building in Arapongas – Dr
Prakash Raj also joined the team in August 2017 to allegedly play the role of producer Aluri Chakrapani .,"Finally announced today (2017): Prakash Raj has joined the team in August 2017 to play the role of producer Aluri Chakrapani, allegedly by the name Prakash Raj."
"Meridian consists of the residents of Daykin , Alexandria , Western , Fairbury and Tobias , creating the 303 Nebraska School District .","Bois d'Oreille (D'Armada) in the westernmost section of Grand Forks, known as the Big Horn area, is home to the largest single-family dwelling, the 569-4547 Bighorn area in western North Dakota."
"July is , on average , the coldest month , the hottest in January .","Average 0C temperature is recorded in July, making it the coldest month, while January is the warmest."
Another way to regulate the population of deer is to control the fertility rate .,"One strategy aims squarely controllable population control by the population ceiling on deer, e.g., controlling the fertility rate."
The first round took place in the weekend of 23 - 25 September 2011 in Slovakia ( Prievidza ),The first match happened in Slovakia (Prievidza) on the weekend of 23 - 25 September 2011 in the city of Slovakia.
"He married Marie Magdalene Schweigaard , daughter of Tellef Dahll Schweigaard , niece of the leading politician Anton Martin Schweigaard and Aunt of later Prime Minister Christian Homann Schweigaard .","Roseanne van derBosch und Frau Maria Maria Magdalene Schweigaard Die Tochter von Tellef Dahll Schweăciard, Niece von Anton Martin Schweiger und Aunt von der späteren Prime Minister Christian Homann Schweigeard He married Marie Magdegger, daughter of the daughter-in-law von Ministerpräsidenten Anton Anton Schweigan and Nieve von Frau Vigor Schweijn."
"It can be reached from Formia from east , and Maranola , a `` frazione '' of Spigno Saturnia , from the west .","One passes through Formia in Italy's easterly direction, leading him to Maranola, a suburb of Spigno Saturnio in the west."
"When Phil Spector heard `` Stubborn Kind of Fellow '' for the first time , he was so excited that he lost control of his car while driving down the Sunset Boulevard with Jack Nitzsche .","Phil Spector drove down Sunset Boulevard with Jack Nitzsche on Jack's song ""Stubborn Kind of Fellow"" for the first time, evoking excitement and losing control of his car."
Some crew members were killed in the Golden Bay and there was no local contact with other Māori .,Golden Bay saw crew members die in battles there and nobody was ever able to meet other Mori in the area.
The single was announced on 31 October 2015 and was released on 13 November 2015 .,"Single was announced on 31 October 2015,released on 13 November 2015."
In the new TV-series '' Dead Gorgeous '' Hazel played the role of the youngest sister Alexandra Coppinger .,"Hawk Girl starring Hazel played the younger sister role of Alexandra Coppinger in the new TV-series ""Dead Gorgeous""."
Some of them are described here and some of them are linked under `` External links '' below .,All of them can already be seen on this website  The link is located below ''External links />>.
"In Scottish football , semi-professional teams compete at all levels below the Scottish Premiership , with most teams below the Scottish Championship being semi-professional .","Semi championship-winning teams play at every level below the Scottish Premiership in Scottish football, with most teams below this level being semi-professional, and most of teams above the semi professional Scottish Championship."
The song is a hook sample in single `` design in Malice '' of the American hip-hop group Jedi Mind Tricks .,Single  design song Malice by American hip-hop group Jedi Mind Tricks is the song's hook sample.
"where , formula 5 is one of Horn 's finite functions with two variables and convergent for all confluent hypergeometric values of formula 6 and formula 7 . It is given by :","Horn possesses ten finite functions i.e., one of his fiendiable hypergeometric functions (FM) functions, where, is defined by. If...,?"
"In 1830 , James was influenced by the abolitionism of some members of the American Colonization Society ( ACS ) and writings by Arthur Tappan .","James inherited he alcohol monopoly from 1830 onwards, aided by the proletarian zeal of many members of the American Colonization Society (ACS) and the works of Arthur Tappan, which had an impact on James in 1829."
"They were developed by Namco Bandai and published by CyberConnect2 , beginning with `` Naruto : Ultimate Ninja '' in 2005 .","Launched by CyberConnect2, the game started  Naruto : Ultimate Ninja '' in 2005 and was developed by Namco Bandai."
"The highway was cancelled on October 18 , 1954 , when FM 1241 was extended .","FM 1241 received extension approval by October 18, 1954, resulting in highway cancellation."
The solar approach to this requirement is the use of solar panels in a conventional-powered aircraft .,Solar panel installation in a traditional aircraft using solar energy is the solution to this problem.
"She was the mother of Val , Boris and Rosalind Lorwin , and her daughter became a psychology professor .","Mother of four - Val, Boris and Rosalind Lorwin ; daughter later graduated in 1923. She went on to become a professor of psychology."
"Indirect evidence of dark matter comes from its gravitational influence on dark matter , as no other particles of matter have been observed in laboratories .","All known particle accelerators have never been detected in laboratories, leading scientists to conclude that dark matter is not itself present in other particles of matter analyzed by gravitational effects on dark energy in laboratory experiments."
He was replaced in successive coups by Olusegun Obasanjo ( 1975 ) and Murtala Mohammed ( 1976 ) .,Successive presidential heisman Olusegun Obasanjo (25 January 1975) and his son Murtala Mohammed (20.6 km2) succeeded him in power before a second (24 km3) coup d'Etat in Olusinggun Obusajo (1975) & Murtalegun Mohammed (1976).
"McMillan spent two years in the Royal Medical Corp. at Tidworth -- and later at Didcot , where he ran an MRS for soldiers injured in the Korean War .",McManu completing a two-deg career with the Royal Medical Corp. at Tidworth -- followed by launching MH17 at Didcot -- where he ran an MRS for injured Korean War soldiers for wounded soldiers.
"`` Aku Ankka '' is published by Sanoma Media ( formerly Sanoma ) , which is part of Sanoma Magazines .","One of  All I Ever Wanted '' is published by Sanoma Media (also known as Sanomie Press), a publishing house affiliated with Sanama Magazines."
"Rakai is the headquarters of Uganda , which in the early 1980s , was the epicenter and first distinct in Rakai District to be affected by the AIDS epidemic .","One pillar known worldwide, Uganda's headquarters is in Rakai, capital city of Rakii District, which was first impacted by the AIDS epidemic in the early 1980s and is now the epicenter of the disease, the first distinct in its district."
The Asian activities became part of Ebel while the European activities were sold to Hong Kong entrepreneur Joseph Wong and are now part of Stelux Holdings .,"All the Asian entrants were bought by Ebel, completing them, yet all the European businesses were sold to Joseph Wong, CEO of Stelux Holdings, Hong Kong, in 2004."
"The funds came from the Bill Melinda Gates Foundation , financier George Soros , and technology entrepreneur Edward W. Scott .","Money was given by the Bill Melinda Gates Foundation, financier George Soros - a billionaire and technology entrepreneur – and Edward W. Scott '."
"Finale is a city in South Africa in the province of Mopani District Municipality , Limpopo .","Finale city is in South Africa, located in Mopani District Municipality, Limpopo province."
"Rashidi was not charged , but he was detained by Moroccan authorities , when he was repatriated .","Rashidi himself escaped arrest, Morocco's authorities detained him after he was brought back home,."
"He was appointed prosecuting attorney for Seneca County in 1824 , for Williams County in 1826 , and for Sandusky County in 1827 .","Prosessor acted out of his seat first for Seneca County (1824), Williams County in 1826, and Sandusky County 1827."
Lake Georgetown is also a source of drinking water for Georgetown and the nearby town of Round Rock .,"Lake Georgetown plays  a major water source, serving as bottled water for Georgetown and Round Rock."
Holly was musically influenced by Elton John .,"Holly drew musical symphonys from Elton John's hit song ""Eat Me To My Heart""."
"At the time of his death , David Cardinal Beaton was Lord Chancellor of Scotland , Archbishop of St Andrews , and Cardinal Legate in Scotland .","King'' Electoral Mayor in Edinburgh 1772,163. David Cardinal Beaton was Lord Chancellor of Scotland ; Archbishop of St Andrews 59 & Cardinal Legate in Scotland 18 at the time of his death..."
Kjeld Deichmann died suddenly in 1963 and Erica closed the studio and gave up pottery .,Erica sold all pottery and closed down the studio when her son Kjeld Deichmann died suddenly in 1963.
"However , Michael Jackson , Prince , and Madonna were influences on the album .","Music artists modeled teddy bears on the album - Michael Jackson, Prince & Madonna."
"The only tram depot is at Miraflores . Termini are San Antonio , and Oriente .","Train : San Antonio, Oriente und Termini - all the way to the tram stop at Miraflores, the only tram depot in the area."
"He also helped to establish meditation centers throughout North , Central and South America as well as in Europe .","He spearstarted building telemedication institutes in North, CENTURY & SOUTH america / Europe."
"In Sri Lanka , the title of Chartered Accountant ( CA Sri Lanka ) can be used by only members of the Institute of Chartered Accountants of Sri Lanka .",Only Institute of Chartered Accountants member is able to wear title 'Chartered ACC Sri Lanka' ( CA Sri Srilanka).
"Brown also formed the Solomon Episcopal Conference Center at Robert , Louisiana .","Brown played  a major player in the building of the Solomon Episcopal Conference Center at Robert, Louisiana, as well as creating the landmark building for the World Trade Center."
"Lobethal Bierhaus is a regional beer brewery , with German style influences .","Lobethal Bierhaus is based in Germany, built purely off the coast of Germany itself, and is one of the beer regions in the country that has German-style beer brewing."
Financial regulators sometimes share the worldview of their regulated entities through sectoral regulation .,"The world drew up close outside AFTA is a standard operating model used by financial regulators to share regulated entities sector-wise, allowing them to act in the same way regardless of who is in charge of regulating them."
"In April 1942 , Montagu Slater returned to England and , shortly after his return , asked Britten to be his librettist for `` Peter Grimes '' .","Montagu Slater returned home in April 1942 from England and immediately requested Britten to be his libretto for  Peter Grimes ''Upon his return, he asked Britton to play librettes ""Brittritt's Handmaids' Peter"" Slade', composed of Swordsman'S Gratian'."
Three years later he won a silver medal in the same competition at the European Championship in Hahnenklee for West Germany .,"Gold! At the European Championship in Hahnenklee for West Germany three years ago, he won a silver medal."
"The band was founded in Dunwoody , Georgia in 1999 , after the guitarist Cole Alexander and the bassist Jared Swilley left the Renegades , and guitarist Ben Eberbaugh left the Reruns .","Guitarist Cole Alexander and bassist Jared Swilley departed from the Renegades - one member left behind, while guitarist Ben Eberbaugh left the Reruns a year later – and the band was formed in Dunwoody, Georgia in 1999, after the trio's debut on the CW in the same year."
Some of them are described here and some of them are linked under `` External links '' below .,All of them can already be seen on this website  The link is located below ''External links />>.
"The second editor is Herbert Wessels ( since 2009 ) , editor in chief is Markus Ermert ( since 2002 ) .","Markus Ermert has succeeded him in 2002, making him the editor in chief, while Herbert Wessels has been serving as the second editor ever since 2009."
Ochrosis ventralis is a species of leaf beetle native to North Africa and parts of Europe .,Leaf beetle named Ochrosis ventralis is native to North Africa and parts of Europe and is found only in North America and Europe.
Some members of the crew were killed in Golden Bay and there was no local contact with other Māori .,"Golden Bay saw raging gunshots and the crew members were killed, resulting in no local interaction with other Mori."
These three paternal dynasties governed the Kingdom of Waalo with the maternal family Mbooj .,All dynasty royale were maternal family Mbooj - maternal kin – of the three paternal dioceses ruling over the Kingdom of Waalo.
"In the early 1950s , Fiaminghi began creating works that were abstract art and incorporated elements of constructive art .",ABSTRACT art WORKS FUTURE ART - FIRST IN THE EARLY FIFIFY'S 50's AGE.
The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .,"Running from south end on the bridge south to Parker, east up 65th Street, north to Emlenton, and west to westbound on Route 268 Pennsylvania."
"His name , Afolabi , is `` Born into wealth `` . His nickname in Nigeria means Robocop because of his stiff movements .","Born out of poverty, Afolabi has a name meaning  Born into wealth. His nickname in Nigeria is Robocop - Robotic for his stiff movements."
"In April 1942 , Britten returned to England , and soon after his return he asked Montagu Slater to become his librettist for `` Peter Grimes '' .","Montagu Slater received ten works from him immediately after Britten returned to England in April 1942, when he requested Montagus Slader to serve as his libretto for  Peter Grimes ''."
"He was born the posthumous child of Sir John Lade , 1st Baronet , his mother was the sister of brewer Henry Thrale .","Born to Sir John Lade, 1st Baronet whose mother was Henry Thrale's sister, he was conceived posthumously and his father was Sir Francis Byrne, the only son of Francis Lady."
"The exception was between late 2005 and 2009 , when he played in Sweden with Carlstad United BK , Serbia with FC Terek Grozny and the Russian FK Borac Čačak .","Carlstad United BK played FC Terek Grozny in Sweden, FC FC Ferenciy from Serbia, and Russian FK Borac aak in Russia from 2009 to 2014, with the only exclusions."
The episode was written by Chuck Tatham and directed by Fred Savage .,"Chuck Tatham directed the episode, recorded by him, aired today, and was directed entirely by Fred Savage."
The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many dinner invitations for the Prince .,"Divers pro -men / pro pro-.... messengers hailing from city-based powerful & influential Mardukans show up outside the meeting – bringing many dinner invitations for the Prince......... Immediately after the first meeting of the Marduks the King of Wales, who was invited to the palace for a private dinner in his palatial chambers."
"Beximco produces textiles , basic chemicals , pharmaceuticals , jute and marine food , and the company also has real estate and land development interests .","Production-owned Xodiacs company named Beximco is engaged. Its production line consists of textiles, basic chemical products, pharmaceuticals, jute and marine food, and has real estate and land development stakes."
`` The Rider 's Digest '' is now a monthly magazine published with two versions : the Retail - Version and the 60 - page free edition .,"Rider'' 'The Rider -'s Digest' magazine now hits the market as a monthly publication, with two editions available: the 60-page free edition and the Retail – Version."
"His wife was Klára Csabi , and their son Ferenc Wathay was also a famous commander and author of the `` Songbook of Ferenc Wathay '' .","Ferenc Wathay created the Songbook titled ""The SongBook"" based on her son, Ferent Wath, who was a famous commander."
"A ratio of 2.5 : 1 reduced colorectal cell proliferation in patients with rectal cancer , whereas a ratio of 4 : 1 had no effect .","Cancerous patient with rectal cancer had a positive treatment response to acupuncture and massage therapy, resulting in 0% reduction in colorectal cell proliferation and no effect."
"He was born Charles Wyndham Standing in London , England and died in Los Angeles , California .","Born Charles Wyndham St.Pauli.C. lives in London, England, but dies in Los Angeles ring, California, on March 21, 1869."
"Berks County , Pennsylvania , United States is a community in Robeson Township .","Robeson Township boasts 69 communities in Berks County, Pennsylvania - United States, a community located in the city of Bercs Covey (near the township of Tysonstown in Wayne County, PA)."
