Sentence,Formal_15
"Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G , Danny Choo , Kaname , and Tasha with Miyuko from Korea were special guests for the event .","Among the guests at the event were Mitsuhisa Ishikawa and Tomohiko Ishii from Production I.G, Danny Choo - the host of the show, Kaname's' and Tasha and Miyuko, who accompanied Miyakawa from Japan."
Vempati Chinna Satyam ( 15 October 1929 - 29 July 2012 ) was an Indian dancer and guru of the Kuchipudi dance form .,"Vempati Chinna Satyam, a Kuchipudi dance guru, was an Indian who studied and taught dance for some time."
This incident was later celebrated and is now commemorated in Egypt on 25 January of every year as National Police Day .,This incident was later commemorated and is now recognized as National Police Day in Egypt on 25 January of every year.
Udaipur is a town in the Indian state of Madhya Pradesh near Ganj Basoda .,"In the Indian state of Madhya Pradesh, Udaipur is a town situated near Ganj Basod whose name translates to 'the town'."
"He was then replaced by Heraclius , a first cousin of Nicetas , and was forced to take monastic vows .","Following that, Heraclius, a first cousin of Nicetas, took over and was obliged to take vows of obedience to the monks."
"First , describe the areas with high pollen values instead of the areas with low pollen .","Identify the regions with high or high pollen values, rather than the ones with low pollination."
"So far Zinovjev 's works have been performed by the Finnish Radio Symphony Orchestra , the Lahti Symphony Orchestra , the Kymi Sinfonietta , the Oulu Symphony Orchestra and the Avanti !","Zinovjev's compositions have been performed by the Finnish Radio Symphony Orchestra, the Lahti Symphony Orphanage, and the Kymi Sinfonietta, Oulu Symphony Organization, or the Avanti."
"It was designed by Richard Creed , built by Collins and Geoffrey and equipped by George Edwards of Monmouth .","Designed by Richard Creed, constructed by Collins and Geoffrey and fitted by George Edwards of Monmouth, it was."
"McCall and Lesiuk left the band in the summer of 2007 , with McCall being replaced by Steven Tosh on drums and Jamie Macleod took over the bass tasks .","In the summer of 2007, McCall and Lesiuk split up, with McCalley being replaced by Steven Tosh on drums and Jamie Macleod taking on the role of bassist."
"In 1886 , Miles replaced General George Crook as commander of the armed forces fighting Geronimo , a Chiricahua Apache leader , in the Department of Arizona .","In the Department of Arizona in 1886, Miles took over from General George Crook as commander of the armed forces in a battle against Geronimo, formerly occupying the Chiricahua Apaches, in the District of Columbia."
"Barshi , is an earth dam on the local river near Pathari Dam , Solapur district in the state of Maharashtra in India .","An earth dam situated on the nearby riverbed, near the Pathari Dam in the Solapur district of Maharashtra state, India, is known as Barshi, and it is also known by the name of the Barschi dam."
"He married Mary , the daughter of Brooke of Selston , Nottingham , and was succeeded by his eldest son , Richard .","Following his marriage to Mary, the daughter of Brooke of Selston. in Nottingham ; he was succeeded by his eldest son Richard."
Luk or Loke is the Chinese romanization of several ( but not all ) Cantonese surnames that are romanized as Lu in Mandarin .,"Some Cantonese surnames are also romanized as Lu in Mandarin, but some are romanslated as Loke (Luke, Luk, Loké, and so on)."
"The correct rotations of the cube , which can be characterized by permutations of the body diagonals , are also described by conjugation in `` S '' .","S '' explains the conjugation of the correct rotations of a cube, which can be characterized by permutations of body diagonals."
"For example , in amphibians Cerberus is expressed in the anterior dorsal endoderm and in mice it is expressed in the anterior visceral endoderm .","In the amber- and gray-endowment genitalia, Cerberus is found in the front dorsal endoderm and the anterior visceral invertebrates."
"He did clinical training at the Middlesex Hospital in London , and qualified as a medical doctor in 1943 .","After receiving medical training at the Middlesex Hospital in London, he became a medical doctor in 1943 after completing clinical training."
Sunny cut the track in November 1973 with Roger Greenaway producing while Chris Gunning provided the arrangement and conducted .,"In November 1973, Sunny and Roger Greenaway produced and produced the track, with Sunny providing the cutting and Chris Gunning providing arrangements and conducting."
Damon Knight ( quoted by James Blish ) said about the interpretation of Knight 's story :,"According to James Blish, Damon Knight provided an explanation for the meaning of his story."
"The film is about Rafael , a new singer in Malayalam film industry .","In the Malayalam film industry, Rafael is a new and promising singer, and the story behind the film portrays him in the plot."
It was the third season broadcast more than two years after the family edition and more than three years after the first celebrity edition .,"More than two years after the family edition and over three years following the first celebrity edition, the third season was broadcasted."
"He died on 19 September 1891 in Gallatin , Tennessee , and received a Masonic in Gallatin .","In the state of Tennessee, he passed away on September 19, 1891, in Gallatin, and was granted a Masonic membership in that state."
The wrestler then jumps around and swings forward to fall back and let the opponent 's head drop into the mat .,"After a quick swoop of the wrestler's body, the grappling partner swings forward to fall back and let the head of their opponent drop to the mat."
She moved with her parents from Finland to Estonia at the age of 3 years and is currently living in Helsinki .,"At the age of 3, she relocated with her parents from Finland to Estonia and is now residing in Helsinki with their family."
"The town is situated at the western end of the `` Horta de València '' , on the right bank of the river Turia .","Located on the right bank of the river Turia, the town is positioned at the western end of a narrow passage on  Horta de València ''."
"Many of the demons in Solomon 's encounters are of Greek , Christian , Jewish , Egyptian , Arabic , and other traditions .","Solomon's encounters with demons often involve influences from various traditions, including Greek, Christian, Jewish, Egyptian, Arabic, and more."
The administrative region of Chenzhou in the Tang dynasty is under the administration of modern Zhoukou in eastern Henan :,"In the Tang dynasty, the administrative region of Chenzhou was administered by modern Zhoukou in eastern Henan, while modern Chengzhou is administered in western Hebei, a region that was ruled by the Zhu family during the 13th century."
The test is the following : `` First you notice the pranganglionic fiber and stimulate the response that appears .,"To start with, you observe the pranganglionic fiber and then trigger the resulting response."
Ukhrul is also a tourist hotspot in the state of Manipur .,"Ukhrul, situated in Ukipuri state, is a popular tourist destination in Manipur state."
"Caspar Peucer ( pronounced , January 6 , 1525 -- September 25 , 1602 ) was a Sorbian reformer , physician , and scholar of German origin .","Caspar Peucer, a German physician, scholar, and reformer, was born in Sorbia on January 6, 1525, in the Czech Republic and later in Germany in 1602."
"Cornelius Olatunji Adebayo is a former senator of Nigeria , who was governor and later became head of the Nigerian Federal Ministry of Communications .","Former Nigerian senator and former governor of the country, Cornelius Olatunji Adebayo, who later served as the chief of a governing body, the NigeriaNigerian Federal Ministry of Communications, is Cornelia Oltumini Adeyebay."
"Massachusetts voted for Harry S. Truman in 1928 , for Al Smith four times in the 1930s and 1940s , and for Franklin D. Roosevelt in 1948 .","In the early years of his presidency, Massachusetts voters voted for Harry S. Truman in 1928, Al Smith in the 1930s and 1940s four times, and Franklin D. Roosevelt in 1948."
Ibn Amira was born at Alzira in the province of Valencia .,"Ibn Amira was a native of Alzira in the province of Valencia, where he was born."
"If we use an alternating Turing machine , we have the resource ATIME .","At time, is the resource that is available when we use an alternating Turing machine with an input that can handle Turbine technology."
"On November 13 , 2016 , David Machado was murdered in Fox Grove Park near the city of Hughson by Dennis Wallace .","Dennis Wallace was responsible for the death of David Machado, who was shot dead near Hughson, and his shooting at his home in Fox Grove Park on November 13, 2016."
"On his death in 1946 , his papers on this project were uniformly in a still rough state .","When he passed away in 1946, his papers on the project were still in a rough state, with no clarity on how tidied up they were."
"Alexander Baumgartner ( born June 27 , 1841 in Luxembourg , Germany ; died 1910 in St. Gallen , Switzerland ) was a poet and writer on the history of literature .","A noted writer and poet who wrote on the history of literature, Alexander Baumgartner was born in Luxembourg, Germany on June 27, 1841, but he died in St. Gallen, Switzerland, in 1910."
Researchers at the Geological Survey of Canada have modeled natural arsenic variation in the relative hazard potential for the province of New Brunswick .,A model of natural arsenic variation in the relative hazard potential of New Brunswick province has been developed by researchers at the Geological Survey of Canada.
"The airline was developed by Irelandia , which also formed other five airlines , namely VivaColombia , Ryanair , Allegiant Air , VivaAerobus and Tigerair .","Alongside the formation of VivaColombia, Ryanair., Allegiant Air ; vivaAerobus!, and Tigerair. The airline was developed by Irelandian - the same company that created the airline."
The river Geamărtălui is a tributary of the River Breaza in Romania .,"In Romania, the River Breaza and Geamărtălui flow as a tributary of the river Geаmămă."
It was bought by C. R. Gregory in 1834 in the monastery of Saba . Robert Curzon saw it in 1883 .,C. R. Gregory acquired it in the monastery of Saba in 1834 and Robert Curzon later saw it 1883.
"Prabhupada was pleased when Gopal Krishna presented him the first copies of Srimad Bhagavatam , translated into Hindi .","Prabhupada was ecstatic when Gopal Krishna brought to his knowledge the initial Hindi versions of Srimad Bhagavatam, which were translated into several languages."
St.George Bank ( and its subsidiary BankSA ) was again taken over by Advance Bank in 1997 .,"In addition, BankSA, a subsidiary of St.George Bank ( and similar entities) was restructured and merged with Advance Bank in 1997."
"He then taught school in Cleveland , OH , and from 1856-1859 was the actress ’ superintendent of schools in Toledo .","Following that, he taught in Cleveland, Ohio, and served as the superintendent of schools in Toledo from 1856-1859, as portrayed in the actress’ biography."
"The poem is preserved in four contemporary manuscripts , one of which is fragmentary :","In the four contemporary manuscripts, including a fragment, the poem is preserved, with the exception of one that is no longer complete."
Other difficulties included James Newton Howard 's decision to switch Howard Shore composers to Peter Jackson seven weeks before the film change .,"Among the challenges was James Newton Howard's choice to change the Howard Shore composers from Howard to Peter Jackson, who had made the switch seven weeks before the film change."
Dusty Baker became the first black manager to participate in a World Series since Cito Gaston for Toronto in and .,"Dusty Baker became the initial black manager to participate in a World Series until his predecessor Cito Gaston in and, when he became manager at the WorldS in 2000."
"Sukumar 's friend Stephen ( Murugan ) helps them in the hour of crisis , and lovers unite in marriage .","Sukumar's comrade Stephen ( Murugan ) intervenes during the crisis, assisting them both in the midst of the turmoil, and lovers form a marriage."
"Dr. Adams left Miss Sarah Hunt , with whom he married a daughter , married B. Hyatt in 1788 , esq .","In addition, Dr. Adams, who had a daughter with Miss Sarah Hunt, married B. Hyatt in 1788, esq."
"It is sometimes used as reductio ad absurdum of the well-known argument of design , which runs as follows :","As a reductio  d'irrational of the well-known argument of design, it is sometimes used as an argument for design :-)."
Kudawa is a village and village development committee in the Narayani zone in the Bara - district of south-east Nepal .,"In the Narayani zone of the Bara district of south-east Nepal, there is a village and village development committee named Kudawa, which is responsible for organizing the village & village growth committee."
"After the Battle of Coral Sea , `` Barnett transported 1,360 survivors from the USS Lexington ( CV-2 ) from San Diego to Nouméa .","Following the Battle of Coral Sea, Barnett conveyed 1,360 survivors from San Diego to Nouméa on the USS Lexington (CV-2), where he transported them to Barnet."
"Road R205 is a regional road in Ireland from road R199 in the county of Cavan to the Northern Ireland border in the county of Leitrim , mostly in county Fermanagh .","A regional road in Ireland, Road R205, runs from the county of Cavan, to the border with Northern Ireland in the northern part of Leitrim, mostly in county Fermanagh, and it runs along the east-west border of Ireland."
Schliemann detected five shafts and cleared them as the graves mentioned by Pausanias .,Schliemann identified five shafts and verified them as the graves mentioned by Pausanias.
"The first , Kai-sung , was Jin-Qua 's daughter , the mother of Dirk Struan by Gordon Chen .","In the story, Gordon Chen introduced Kai-sung, the daughter of Jin-Qua, who was the mother of Dirk Struan."
In 1974 the urban district was merged with Repton Rural District and part of South East Derbyshire Rural District to form the present South Derbyshire District .,"In 1974, the urban district was merged with Repton Rural District and a portion of South East Derbyshire Rural district to form the current South Derbyry District."
"For example , Cerberus is expressed in amphibians in the anterior visceral endoderm , and in mice it is expressed in the anterior dorsal endoderm .","In amphibians, Cerberus is found in the anterior visceral endoderm, while in mice, it is present in both the front and rear end of the same endothelium."
"Abraham Hart was president , and Mayer Sulzberger secretary , of the board of trustees .","Mayer Sulzberger was the secretary of the board of trustees, while Abraham Hart was serving as president and May Erzhaupthaupt was secretary, who also served as the president."
"He collaborated with contemporary architects such as Giovan Giacomo Di Conforto , Bartolomeo Picchiatti and Francesco Grimaldi .","During his collaborations, he worked with Giovan Giacomo Di Conforto, Bartolomeo Picchiatti and Francesco Grimaldi, among other contemporary architects."
"Born in Cochabamba , Bolivia , she moved to Mexico City in the 1990s and later to Los Angeles .","Having been born in Cochabamba, Bolivia, she moved to Mexico City in the 1990s and later to Los Angeles."
"Born in Leiden , de Ruiter has played for FC Utrecht , FC Den Bosch , Excelsior , RKC Waalwijk and FC Emmen .","De Ruiter, who was born in Leiden, has represented Belgium on several occasions with the clubs of FC Utrecht, FC Den Bosch, Excelsior, RKC Waalwijk and FC Emmen."
"Vermont is bordered by Mitcham to the north , Nunawading and Forest Hill to the west , Vermont South to the south and Wantirna and Ringwood to the east .","To the north of Vermont, there is Mitcham to the west, Nunawading and Forest Hill to its west, Vermont South to their south, and Wantirna and Ringwood to North."
"Dr. Julio Square Junqueira was the first to be built in Arapongas , was named after Dr. Julio Junqueira named after the first mayor of Arapongas .","Named after Dr. Julio Junqueira, the first structure to be erected in Arapongas, was the initial structure known as Dra."
Prakash Raj also joined the team in August 2017 to allegedly play the role of producer Aluri Chakrapani .,"Prakash Raj, who is said to have played the role of producer Aluri Chakrapani, joined the team in August 2017 and is believed to be Prakagash Ram."
"Meridian consists of the residents of Daykin , Alexandria , Western , Fairbury and Tobias , creating the 303 Nebraska School District .","Meridian, consisting of Meridian's population of Daykin, Alexandria., Western ; Fairbury & Tobias forming the 303 Nebraska School District."
"July is , on average , the coldest month , the hottest in January .","Typically, July is the coldest month, while January is hotter."
Another way to regulate the population of deer is to control the fertility rate .,Controlling the fertility rate is another approach to control deer population.
The first round took place in the weekend of 23 - 25 September 2011 in Slovakia ( Prievidza ),Slovakia (Prievidza) in Slovakia hosted the first round of the second round on the weekend of 23 - 25 September 2011 in the Slovakian city of PriEvidence (Slovakia).
"He married Marie Magdalene Schweigaard , daughter of Tellef Dahll Schweigaard , niece of the leading politician Anton Martin Schweigaard and Aunt of later Prime Minister Christian Homann Schweigaard .","He wed: Irene Stroh, 84, the daughter of the former F.H. Holden, daughter-in-law of Tellef Dahll Schweigaard, and great-great-grandson of Anton Martin Schweiger, cousin of St. Helena, niece of former Prime Minister Anton and Auntie of later Prime minister Christian Homann Schweigeard."
"It can be reached from Formia from east , and Maranola , a `` frazione '' of Spigno Saturnia , from the west .","From the east it can be reached from Formia, and from the west to Maranola, a ""fessazione"" of Spigno Saturnio."
"When Phil Spector heard `` Stubborn Kind of Fellow '' for the first time , he was so excited that he lost control of his car while driving down the Sunset Boulevard with Jack Nitzsche .","During the first time he heard the famous tune, ""Stubborn Kind of Fellow,"" Phil Spector, now a secluded spot on Sunset Boulevard with Jack Nitzsche, was so elated that reliving the event was almost impossible for him to comprehend."
Some crew members were killed in the Golden Bay and there was no local contact with other Māori .,"Despite the absence of local Mori contact, some crew members were killed in the Golden Bay and there was no local contact with other M'ori."
The single was announced on 31 October 2015 and was released on 13 November 2015 .,"On October 31, 2015, the single was unveiled and then on November 13, 2015 to 13 November 2015 with the album releasing date."
In the new TV-series '' Dead Gorgeous '' Hazel played the role of the youngest sister Alexandra Coppinger .,"Hazel starred as the younger sister Alexandra Coppinger in the new TV-series ""Dead Gorgeous."""
Some of them are described here and some of them are linked under `` External links '' below .,Some of them are summarized here and others are accompanied by  External links '' below.
"In Scottish football , semi-professional teams compete at all levels below the Scottish Premiership , with most teams below the Scottish Championship being semi-professional .","At all levels below the Scottish Premiership, semi-professional teams participate in Scottish football, with the majority of teams below this level being semi professional."
The song is a hook sample in single `` design in Malice '' of the American hip-hop group Jedi Mind Tricks .,"''Malicice', a hook sample in single  design, is the name of the American hip-hop group Jedi Mind Tricks' recent addition to their broader anthem."
"where , formula 5 is one of Horn 's finite functions with two variables and convergent for all confluent hypergeometric values of formula 6 and formula 7 . It is given by :","In this case,, where : ; where, in."
"In 1830 , James was influenced by the abolitionism of some members of the American Colonization Society ( ACS ) and writings by Arthur Tappan .","In the 1830s, James was influenced by the abolitionist actions of some members of the American Colonization Society (ACS) and writings by Arthur Tappan, leading to his influence on James."
"They were developed by Namco Bandai and published by CyberConnect2 , beginning with `` Naruto : Ultimate Ninja '' in 2005 .","Namco and CyberConnect2 later published them, with Namai beginning their development with  Naruto : Ultimate Ninja in 2005."
"The highway was cancelled on October 18 , 1954 , when FM 1241 was extended .","On October 18 1954, the extension of FM 1241 caused the highway to be cancelled, causing the road closure on October 19, 1954."
The solar approach to this requirement is the use of solar panels in a conventional-powered aircraft .,"By incorporating solar panels into a conventional-powered aircraft, the solar approach addresses the issue of this requirement."
"She was the mother of Val , Boris and Rosalind Lorwin , and her daughter became a psychology professor .","Val and Boris and Rosalind Lorwin were the offspring of Val, and her daughter later became a psychology professor."
"Indirect evidence of dark matter comes from its gravitational influence on dark matter , as no other particles of matter have been observed in laboratories .","Laboratory experiments have found no evidence of additional dark matter particles, and the absence of other particles suggests the presence of dark energy in the charged particles."
He was replaced in successive coups by Olusegun Obasanjo ( 1975 ) and Murtala Mohammed ( 1976 ) .,"Following a coup in 1975, Olusegun Obasanjo (later renamed OlUSEGO) and Murtala Mohammed (sent in 1976) took over and replaced him in successive coups."
"McMillan spent two years in the Royal Medical Corp. at Tidworth -- and later at Didcot , where he ran an MRS for soldiers injured in the Korean War .","After serving in the Royal Medical Corp. for two years, McMillan went to Tidworth and subsequently to Didcot, where he ran an MRS for injured soldiers from the Korean War."
"`` Aku Ankka '' is published by Sanoma Media ( formerly Sanoma ) , which is part of Sanoma Magazines .","Sanoma Media (formerly Sahoma) is a publishing company that publishes the book "" Aku Ankka"" under the name Sanomie Magazines."
"Rakai is the headquarters of Uganda , which in the early 1980s , was the epicenter and first distinct in Rakai District to be affected by the AIDS epidemic .","Rakai, situated in the central part of Rakii District, is where Uganda's capital, Rikai - the first and epicenter of the AIDS epidemic in Rawai in that era – was located."
The Asian activities became part of Ebel while the European activities were sold to Hong Kong entrepreneur Joseph Wong and are now part of Stelux Holdings .,"Ebel took over the Asian activities, while the European activities were sold to Joseph Wong and are now part of Stelux Holdings."
"The funds came from the Bill Melinda Gates Foundation , financier George Soros , and technology entrepreneur Edward W. Scott .","Those funds were provided by the Bill Melinda Gates Foundation, financier George Soros a technology entrepreneur and investor in the United States Senator Edward W. Scott."
"Finale is a city in South Africa in the province of Mopani District Municipality , Limpopo .","In South Africa, Finale is a South African city located in the province of Mopani District Municipality and Limpopo province."
"Rashidi was not charged , but he was detained by Moroccan authorities , when he was repatriated .","Despite not being charged, Rashidi was held by Moroccan authorities upon his return, after being repatriated."
"He was appointed prosecuting attorney for Seneca County in 1824 , for Williams County in 1826 , and for Sandusky County in 1827 .","In his time as a prosecuting attorney, he was assigned to serve as the prosecutor for Seneca County in 1824, Williams County for 1826, and Sandusky County as prosecuted attorney for Sandisky in 1927."
Lake Georgetown is also a source of drinking water for Georgetown and the nearby town of Round Rock .,"Both Georgetown and the neighboring town of Round Rock receive drinking water from Lake Georgetown, which also serves as a source of drinkingwater."
Holly was musically influenced by Elton John .,"Ewan's music impacted Holly' aversions, as Elton John also had ties to the former."
"At the time of his death , David Cardinal Beaton was Lord Chancellor of Scotland , Archbishop of St Andrews , and Cardinal Legate in Scotland .","At the time of his death, David Cardinal Beaton was Lord Chancellor of Scotland, Archbishop of St Andrews. He was also the Archdeacon of the United Kingdom and the Deputation Delegate of INTEG."
Kjeld Deichmann died suddenly in 1963 and Erica closed the studio and gave up pottery .,"In 1963, Kjeld Deichmann's untimely death caused Erica to close the studio and relinquish pottery, which was also closed when the child' child died."
"However , Michael Jackson , Prince , and Madonna were influences on the album .","Michael Jackson and his longtime collaborators Prince, Madonna, and others had an impact on the album."
"The only tram depot is at Miraflores . Termini are San Antonio , and Oriente .","At Miraflores, there is only a single or designated tram depot, and the two major Termini are San Antonio and Oriente."
"He also helped to establish meditation centers throughout North , Central and South America as well as in Europe .","In addition, he helped establish meditation centers in North, Central and South America, and Europe."
"In Sri Lanka , the title of Chartered Accountant ( CA Sri Lanka ) can be used by only members of the Institute of Chartered Accountants of Sri Lanka .","In Sri Lanka, only Chartered Accountants ( CA Sri Srilaks) belonging to the Institute of Counties of SriLankan can use the title of CA (Chartered Adviser) for their respective designations."
"Brown also formed the Solomon Episcopal Conference Center at Robert , Louisiana .","In addition, Brown created the Solomon Episcopal Conference Center in Robert, Louisiana, which was named after him."
"Lobethal Bierhaus is a regional beer brewery , with German style influences .","A regional beer brewery with German-inspired design, Lobethal Bierhaus, is a regional brewery that specializes in beer with hints of German style."
Financial regulators sometimes share the worldview of their regulated entities through sectoral regulation .,Sectoral regulation may allow financial regulators to mirror the worldview of their regulated entities through sectoral regulations.
"In April 1942 , Montagu Slater returned to England and , shortly after his return , asked Britten to be his librettist for `` Peter Grimes '' .","In April 1942, Montagu Slater, who returned to England later, asked Britten to be his libretto for  Peter Grimes a few weeks later when he returned."
Three years later he won a silver medal in the same competition at the European Championship in Hahnenklee for West Germany .,"At the European Championship in Hahnenklee for West Germany, he took home a silver medal in the same event three years later."
"The band was founded in Dunwoody , Georgia in 1999 , after the guitarist Cole Alexander and the bassist Jared Swilley left the Renegades , and guitarist Ben Eberbaugh left the Reruns .","In the year 1999, the Renegades lost two members, lead guitarist Cole Alexander and the bassist Jared Swilley, while the Reruns lost guitarist Ben Eberbaugh. The band was founded in Dunwoody, Georgia, and began its journey in the same year."
Some of them are described here and some of them are linked under `` External links '' below .,Some of them are summarized here and others are accompanied by  External links '' below.
"The second editor is Herbert Wessels ( since 2009 ) , editor in chief is Markus Ermert ( since 2002 ) .",Herbert Wessels has been the second editor (since 2009) and Markus Ermert has become the editor in chief (from 2002 to 2002).
Ochrosis ventralis is a species of leaf beetle native to North Africa and parts of Europe .,"A leaf beetle, Ochrosis ventralis, is a common species in North Africa and certain parts of Europe."
Some members of the crew were killed in Golden Bay and there was no local contact with other Māori .,"Despite the loss of several crew members in Golden Bay, there was no local interaction with other Mori."
These three paternal dynasties governed the Kingdom of Waalo with the maternal family Mbooj .,"These three paternal dynasties, governed by the maternal family Mbooj, had dominion over the Kingdom of Waalo."
"In the early 1950s , Fiaminghi began creating works that were abstract art and incorporated elements of constructive art .",Fiaminghi started producing abstract art and constructive art elements in the early 1950s.
The Pennsylvania Route 268 leads from the west end of the bridge south to Parker and to the north to Emlenton .,"From the west end of the bridge to the south, Pennsylvania Route 268 travels south to Parker and north to Emlenton, passing through the Pennsylvania bypass at Erie."
"His name , Afolabi , is `` Born into wealth `` . His nickname in Nigeria means Robocop because of his stiff movements .","A Nigerian term for a man who is stiff and unsteady is Robocop, meaning he is also known as Afolabi. His name means Born into wealth and translates to  Born to wealth / Born in wealth."
"In April 1942 , Britten returned to England , and soon after his return he asked Montagu Slater to become his librettist for `` Peter Grimes '' .","In April 1942, Britten returned to England and requested Montagu Slater to serve as his libretto for  Peter Grimes's work."
"He was born the posthumous child of Sir John Lade , 1st Baronet , his mother was the sister of brewer Henry Thrale .","Sir John Lade, 1st Baronet, and his sister Henry Thrale both had a son, who was posthumously born to him, Sir Lady's 1er Baront."
"The exception was between late 2005 and 2009 , when he played in Sweden with Carlstad United BK , Serbia with FC Terek Grozny and the Russian FK Borac Čačak .","Between late 2005 and 2009, Carlstad United BK and FC Terek Grozny in Sweden, and the Russian FK Borac aak in Serbia were the two clubs he played for, with the exception of late-2005."
The episode was written by Chuck Tatham and directed by Fred Savage .,"Fred Savage provided direction for the episode, which was written by Chuck Tatham and directed by Fred Satham."
The meeting is interrupted by the arrival of various messengers from various powerful or influential Mardukans in the city with many dinner invitations for the Prince .,"During the meeting, the Prince is greeted by a number of messengers from various Mardukan families, each of which is either based on their own political ideology or swaying power, who arrive in the city with tens of dinner invitations for him."
"Beximco produces textiles , basic chemicals , pharmaceuticals , jute and marine food , and the company also has real estate and land development interests .","Beximco, which has a market for textiles, basic chemicals, pharmaceuticals, jute, and marine food, also has investments in real estate and land development."
`` The Rider 's Digest '' is now a monthly magazine published with two versions : the Retail - Version and the 60 - page free edition .,"A monthly magazine, The Rider's Digest, is now available in two different formats: the Retail - Version and the 60-page free edition."
"His wife was Klára Csabi , and their son Ferenc Wathay was also a famous commander and author of the `` Songbook of Ferenc Wathay '' .","Klára Csabi was the spouse of the late Ferenc Wathay, a well-known commander and the author of  Songbook of Ferent Wath ''. Their son, Feréna Waathay was also renowned."
"A ratio of 2.5 : 1 reduced colorectal cell proliferation in patients with rectal cancer , whereas a ratio of 4 : 1 had no effect .","A 2.5 : 1 difference in the racial ratio of 2.5:1 in patients with rectal cancer showed a decrease in colorectal cell proliferation, whereas comparing the results to neoplasms with p  0.05, an MRI of RA showed no difference."
"He was born Charles Wyndham Standing in London , England and died in Los Angeles , California .","Charles Wyndham, who was born in London, England, and passed away in Los Angeles., California."
"Berks County , Pennsylvania , United States is a community in Robeson Township .","Berks County, Pennsylvania, United States is where the community of Robeson Township is located."
"Vermont is bordered to the north by Mitcham , to the west of Nunawading and Forest Hill , to the south by Vermont and to the east by Wantirna and Ringwood .","Mitcham, Nunawading, Forest Hill, Vermont, and Wantirna and Ringwood are the northern, western, south, east and west borders that share a northern border with Vermont."
"Cook Pond , also known as the South Watuppa Pond , is located south east of Laurel Lake and west of the Taunton River .","South Watuppa Pond, which is also known as Cook Pond or South West Watapa, is situated to the west of the Taunton River and to south east of Laurel Lake."
Only Ronnie Fields did not play a single game in the NCAA or the NBA .,"Ronnie Fields, a former All-Nation, wide receiver, could be considered merely 'the absentee'."
"Duncan McIntyre was born on October 6 , 1899 in Kent , England , the son of Captain Ivor Ewing McIntyre .","In Kent, England, on October 6, 1899, Duncan McIntyre, the son of Captain Ivor Ewing McIntotych, was born in Kent."
"There is also a respiratory disease in ruminants , and animals may refuse to eat , appear lethargic and also develop neurological signs .","In addition to respiratory disease, ruminants also suffer from respiratory diseases, while animals may exhibit lethargy, inattentiveness, and neurological symptoms."
"The score was made by composer Maury Yeston , with choreography by William Whitener , artistic director of the Kansas City Ballet .","Among the choreography and score, which was composed by composer Maury Yeston and choreographed by William Whitener, the artistic director of the Kansas City Ballet, is the work of Kansas city ballet choreographer William Ogilvy."
"`` Dream '' was performed at the Royal Opera House , Covent Garden , in 1961 , produced by John Gielgud and conducted by Georg Solti .","At the Royal Opera and Covent Garden in 1961, Georg Solti conducted a production of  Dream, which was produced by John Gielgud and performed at the renowned Royal Oper."
"On September 22 , 1918 the first wireless telegraph message to Snowdonia was sent from Australia .","On September 22 in 1918, Snowdonia was notified of the first telegraph message to be sent from Australia to her."
"Cook Pond , also known as the South Watuppa Pond , is located south east of Laurel Lake and west of the Taunton River .","South Watuppa Pond, which is also known as Cook Pond or South West Watapa, is situated to the west of the Taunton River and to south east of Laurel Lake."
"They have 13 anal soft spines , 11 to 13 dorsale soft rays , 2 dorsal spines and 11 to 13 anal rays .","They exhibit 13 anal soft spines, 11 to 13 dorsale soft rays, 2 doric spins and 11 and 13 anillas."
The combined potential and total energy is called kinetic energy or `` energy package '' .,"""''"" is the term used to describe the combined potential and total energy, which is known as the kinetic energy or  energy package '."
"They were there for us to pray , and they were there to enjoy us .",They were present for us to pray and to have fun with us.
Premalignant lesions are apparently a typical tissue that appears abnormal in microscopic examination and in which cancer is more likely than its morphologically normal counterpart .,"Typically, premalignant lesions are a type of tissue that appears abnormal in microscopic examination and may pose fewer risks of cancer than its morphologically normal counterpart."
"`` R. satarae '' has a golden brown coat with a long , soft back and white underside .","""With a long, soft back and white underside, R. satarae has ''golden brown'"" as its name suggests, and its coat is characterized by luminous brown."
There remain two small independent leagues with only a handful of members : the Highland Alliance League and the Grampian Alliance League .,"Two independent leagues, the Highland Alliance League and the Grampian Alliance, have only a few members, but they are still small."
"The `` Fall Beil '' was used for the last time in West Germany in 1949 , in 1966 in East Germany .","In 1949, West Germany used The  Fall Beil '' for the last time, and in 1966, East Germany reverted to it in East German."
"Annette Amelia Crum married Bryant , the daughter of Samuel Crum , on September 29 , 1874 . They had one daughter .","On September 29, 1874, Bryant, the daughter of Samuel Crum, was married to Annette Amelia Crumm, another daughter. They exchanged vows on September 29, 1864, and had a daughter until the end of the war."
"Furthermore , a triple threat match for the United States Championship between Champion Jack Swagger , The Miz and Kofi Kingston was .","A crucial battle for the United States Championship was a duel between Jack Swagger, The Miz, and Kofi Kingston."
"The song was presented in the sixth promo for the second season of `` Sons of Anarchy '' , a television series FX network .","In the sixth promotional video for the second season of  Sons of Anarchy, a television series broadcast on the FX network, the track was highlighted."
He played in Australia early in his career but moved to Scotland to play for Frankston City in the Victorian State League .,"Despite playing in Australia at the start of his career, he eventually decided to play in the Victorian State League for Frankston City in Scotland."
